CODE,LATITUDE,LONGITUDE,ELEVATION,NETWORK,STATUS,NAME
IDA, 43.7867,-113.0225, 1524.0,,Closed,Idaho Array
IDAH, 32.7390,  59.8680, 2277.0,TEH,Open,Dahanechah
IDC,  8.7133, -83.8698,   10.0,HDC,Closed,Isla del Cano
IDE, 18.3864, -67.4741,  203.0,RSPR,Open,Isla Desecheo
IDHR, 34.6997,  46.3866, 1866.0,TEH,Open,Deh Rash
IDI, 35.2880,  24.8900,  750.0,ATH,Open,An&oacute;yia
IDID, 55.3148,  26.7390,  141.0,INPP,Open,Didziasalis
IDJZ, 40.8820,  45.1460,  700.0,NSSP,Open,Idjevan
IDMV, 35.5772,  52.0322, 2300.0,TEH,Open,Damavand
IDR, 34.1660,  -4.7500,  217.0,SPGM,Open,Barrage Idriss Premier
IDSA, 32.4828,  47.8416,    0.0,TEH,Open,Dasht-e `Abbas (Dashabbas)
IECU, -0.4750, -78.3067, 3720.0,QUI,Closed,Ecuador Network
IEMG, 37.4097,  58.6514, 2565.0,TEH,Open,Emamqoli (Emamgholi)
IESK, 63.5250, -19.4510,   95.0,REY,Open,Eystri-Sk&oacute;gar
IESO, 45.5180,  12.5460,    0.0,TRI,Open,Jeloso
IFAG, 63.8750, -16.6540,   27.0,REY,Open,Fagurh&oacute;lsm&yacute;ri
IFIR, 35.6415,  52.7536, 2380.0,TEH,Open,Firuz Kuh (Firoozkooh)
IFLA, 66.1610, -17.8480,   13.0,REY,Open,Flatey
IFR, 33.5166,  -5.1272, 1630.0,SPGM,Open,Ifrane
IGAB,-23.2525, -46.1165,  677.0,VAO,Open,Igarata
IGBI, -8.8181, 115.1456,    0.0,DJA,Open,Denpasar
IGGU, 60.8730,  17.3160,  100.0,UPP,Open,Igg&ouml;n
IGHG, 34.3297,  46.5686, 2090.0,TEH,Open,Qal`eh Ghazi (Ghaleghazi)
IGIL, 66.0770, -16.3510,  134.0,REY,Open,Gilhagi
IGL, 69.3767, -81.8067,   38.0,OTTR,Open,Igloolik
IGLN, 69.3689, -81.8175,   43.0,POLR,Closed,Igloolik
IGLO, 36.3080,  53.4950, 1963.0,TEH,Open,Galugah (Galoogah)
IGLU, 64.9806, -15.0854,  115.0,REY,Open,Gl&uacute;mssta&eth;ir
IGM, 28.8842,-118.2917,   65.0,UNM,Closed,Isla Guadalupe
IGOD, 63.6598, -19.3224, 1200.0,REY,Open,Go&eth;abunga
IGR, 38.3000,  69.3000,    0.0,TAJK,Open,Igron
IGRA, 65.9180, -17.5790,   24.0,REY,Open,Granasta&eth;ir
IGRF, 64.4070, -17.2670, 1710.0,REY,Open,Gr&iacute;msfjall
IGRI, 66.5420, -18.0100,   36.0,REY,Open,Gr&iacute;msey
IGRS, 65.6380, -16.1240,  378.0,REY,Open,Gr&iacute;mssta&eth;ir
IGRV, 63.8572, -22.4558,   52.0,REY,Open,Grindav&iacute;k
IGS,,,,,Network/Other,Institute of Geological Sciences; Edinburgh; UK
IGT, 39.5325,  20.3325,  320.0,THE,Open,Igoumen&iacute;tsa
IGUA, -1.4900, -78.6387, 4430.0,QUI,Open,Igualata
IGYG, 64.2810, -20.2150,  119.0,REY,Open,G&yacute;gjarh&oacute;lskot
IGZV, 36.3859,  50.2184, 2400.0,TEH,Open,Qazvin (Gazvin)
IHA,-33.0258, -71.6411,   88.5,,Open,Instituto Hidrografico de la Armada
IHAU, 63.9690, -19.9650,   96.0,REY,Open,Haukadalur
IHC, 17.2906, -93.0083,    0.0,IIM,Reserved,Ixhuatan
IHED, 66.0810, -17.3100,   75.0,REY,Open,H&eacute;&eth;insh&ouml;f&eth;i
IHEI, 64.2000, -21.2360,  162.0,REY,Open,Hei&eth;arb&aelig;r
IHLA, 65.9440, -18.3870,   37.0,REY,Open,Hella
IHLN, 63.3052,-110.8911,  417.0,POLR,Closed,Indian Hill Lake
IHOS, 32.6793,  48.2365,    0.0,TEH,Open,Hoseyniyeh (Hoseineyeh)
IHR, 33.6879, 133.4712,  510.0,URS,Open,Ishihara
IHRN, 66.1100, -20.1230,   15.0,REY,Open,Hraun
IHRS, 38.3183,  47.0417, 2150.0,TEH,Open,Heris
IHSB, 35.4406,  51.2823, 1098.0,TEH,Open,Hasanabad
IHSH, 38.3067,  47.2633, 2170.0,TEH,Open,Hashtrud (Hashtroud)
IHVA, 64.9550, -15.8690,  695.0,REY,Open,Hvannst&oacute;&eth;sfj&ouml;ll
IHVE, 64.8700, -19.5670,  640.0,REY,Open,Hveravellir
IHVO, 63.5260, -18.8480,  196.0,REY,Open,L&aacute;gu-Hvolar
IIA, 19.1495, -98.6583,    0.0,IIM,Open,Altzomoni
IIB, 18.9640, -98.3447, 2380.0,IIM,Open,San Bernardino
IIC, 19.7670, -99.2580, 2725.0,IIM,Open,Santa Rita Coyotepec
IID, 35.5100, 137.8350,  482.0,JMA,Open,Iida
IIDJ, 35.4800, 137.9117,  630.0,JMA,Open,Iida Outpost
IIG,,,,,Reserved,
IIGN, 55.3503,  26.2225,  255.0,INPP,Open,Ignalina
III, 18.3760, -99.4680, 1750.0,IIM,Open,Iguala--Cerro de Tuxpan
IIJ, 19.7340, -99.7340, 3900.0,IIM,Open,Jocotitlan
IIM, 19.3260, -99.1820, 2275.0,IIM,Open,Instituto de Ingenieria; UNAM
IIO, 19.5915, -98.7225, 2940.0,IIM,Open,&Oacute;rganos
IIP, 19.3467, -98.9170, 2650.0,IIM,Open,El Pino
IIS, 35.7097, 139.6972,   25.0,,Open,Int'l Inst. of Seismology and Earthquake Eng.
IISM, 18.9880, -97.3768,    0.0,IIM,Open,Ciudad Serd&aacute;n
IIT, 19.0210, -98.3080, 2205.0,IIM,Open,Tonantzintla
IIZ, 19.1875, -99.2413, 3430.0,IIM,Open,Mezontepec
IJDJ,,,,,Alternate,(Alternate Abbreviation for IIDJ)
IJF,-33.6167, -78.8333,    6.0,GUC,Open,Islas Juan Fernandez (Robinson Crusoe Island)
IK-,,,,,Alternate,(Alternate Abbreviation for IK-AR)
IK-AR, 34.6194, -94.1025,  305.0,LRSM,Closed,Ink
IKAL, 63.9480, -17.6870,   78.0,REY,Open,K&aacute;lfafell
IKAR, 32.4833,  48.1543,    0.0,TEH,Open,Kharkheh
IKAS, 64.0229, -21.8520,  108.0,REY,Open,Kald&aacute;rsel
IKAZ, 29.7796,  51.8400, 2805.0,TEH,Open,Kazerun (Kazeroon)
IKIA, 36.2069,  53.6837, 2167.0,TEH,Open,Kiasar
IKJ, 36.4218, 137.9441,  500.0,ERIJ,Closed,Ikusaka
IKL, 36.2386,  33.6853,  120.0,ISK,Open,Isikli
IKLH, 33.3190,  51.5787, 2185.0,TEH,Open,Kalahrud (Kalahroud)
IKOM, 34.1764,  47.5144, 1751.0,TEH,Open,Komasi
IKOO, 32.4241,  59.0044, 2245.0,TEH,Open,Kushah
IKP, 32.6501,-116.1095,  906.0,PAS,Closed,Inkopah
IKRD, 36.7716,  58.5201, 2230.0,TEH,Open,Kardeh
IKRE, 64.7837, -16.3828,  760.0,REY,Open,Kreppuhraun
IKRI, 63.8780, -22.0760,  146.0,REY,Open,Kr&yacute;suv&iacute;k
IKRO, 64.0980, -21.1200,  147.0,REY,Open,Kr&oacute;kur
IKUD, 64.3210, -21.8750,   28.0,REY,Open,K&uacute;ludals&aacute;
IKVO, 65.7140, -16.8810,  572.0,REY,Open,Kr&oacute;k&oacute;ttuv&ouml;tn
IKZ,-10.1712,  32.6460, 1350.0,LSZ,Open,Isoka
IL01,,,,,Alternate,(Alternate Abbreviation for IL1)
IL02, 64.7847,-146.8643,  261.0,USAF,Open,Eielson Array Site 2
IL03, 64.7714,-146.8512,  440.0,USAF,Open,Eielson Array Site 3
IL04, 64.7570,-146.8761,  528.0,USAF,Open,Eielson Array Site 4
IL05, 64.7731,-146.9229,  389.0,USAF,Open,Eielson Array Site 5
IL06, 64.7792,-146.9040,  262.0,USAF,Open,Eielson Array Site 6
IL07, 64.7993,-146.8393,  401.0,USAF,Open,Eielson Array Site 7
IL08, 64.7903,-146.7969,  505.0,USAF,Open,Eielson Array Site 8
IL09, 64.7681,-146.7832,  494.0,USAF,Open,Eielson Array Site 9
IL1, 64.7716,-146.8861,  418.0,USAF,Open,Eielson Array Site 1
IL10, 64.7529,-146.8431,  586.0,USAF,Open,Eielson Array Site 10
IL11, 64.7415,-146.8974,  444.0,USAF,Open,Eielson Array Site 11
IL12, 64.7447,-146.9436,  366.0,USAF,Open,Eielson Array Site 12
IL13, 64.7479,-146.9865,  367.0,USAF,Open,Eielson Array Site 13
IL14, 64.7750,-146.9794,  223.0,USAF,Open,Eielson Array Site 14
IL15, 64.7777,-146.9428,  336.0,USAF,Open,Eielson Array Site 15
IL16, 64.7933,-146.9215,  382.0,USAF,Open,Eielson Array Site 16
IL17, 64.8072,-146.8898,  357.0,USAF,Open,Eielson Array Site 17
IL18, 64.7575,-146.7768,  554.0,USAF,Open,Eielson Array Site 18
IL19, 64.7461,-146.7974,  549.0,USAF,Open,Eielson Array Site 19
IL31,,,,,Alternate,(Alternate Abbreviation for ILB)
ILA, 24.7656, 121.7479,    7.2,TAP,Open,I-lan (Ylan; Giran)
ILAR, 64.7714,-146.8866,  419.0,USAF,Open,Eielson Array Beam Reference Point
ILAS, 35.3822,  52.9589, 1770.0,TEH,Open,Lasjerd
ILB, 64.7714,-146.8866,  419.0,USAF,Open,Eielson Array Broadband (Eielson Array Site 31)
ILCA,-42.0606, -72.5367,   15.0,GUC,Open,Isla Las Cabras
ILCH,-31.6358, -71.1694,  350.0,GUC,Open,Illapel
ILEI, 66.4070, -16.4900,   41.0,REY,Open,Leirh&ouml;fn
ILG, 77.9467, -39.1833, 2401.0,DNK,Closed,Inge Lehmann
ILI, 43.8600,  77.0320,  540.0,KAZK,Closed,Qapshagay (Kapchagay; Ili)
ILIM, 60.0802,-152.9595,  823.0,AGS,Open,Iliamna
ILIN, 34.9186,  46.9624, 2195.0,TEH,Open,Layen (Laeen)
ILKN, 64.2241,-115.1293,  266.0,POLR,Open,Indian Lake
ILM, 60.1820,-152.8162,  550.0,AGS,Closed,Iliamna
ILN,-31.3931, 136.8700,  137.0,ADE,Closed,Island Lagoon
ILO, 10.7000, 122.5667,    0.0,,Closed,Iloilo
ILOC,-34.9350, -72.1828,    7.0,GUC,Open,Iloca
ILON, 69.3712, -81.8242,   51.0,POLR,Open,Igloolik
ILS, 59.9576,-153.0681, 1125.0,USAV,Open,Iliamna Low South
ILT, 67.8700,-178.7300,  244.0,OBN,Open,Iul'tin
ILW, 60.0600,-153.1362, 1722.0,GIA,Open,Iliamna West
IM01, 65.9969,-153.7225,  360.2,USAF,Open,Indian Mountain Array Site 1
IM02, 66.0005,-153.7971,  645.1,USAF,Open,Indian Mountain Array Site 2
IM03,,,,,Alternate,(Alternate Abbreviation for IM3)
IM04, 65.9745,-153.7828,  587.2,USAF,Open,Indian Mountain Array Site 4
IM05, 65.9751,-153.7253,  450.3,USAF,Open,Indian Mountain Array Site 5
IM3, 65.9835,-153.7491,  372.0,USAF,Open,Indian Mountain Array Site 3
IMA, 66.0685,-153.6786, 1380.0,PMR,Closed,Indian Mountain
IMA2, 66.0688,-153.6871, 1318.0,PMR,Open,Indian Mountain
IMAR, 65.9835,-153.7491,  372.0,USAF,Open,Indian Mountain Array Beam Reference Point
IMAT, 39.1067, 141.7600,  519.0,TOH,Reserved,Imadeyama
IMEH, 31.3902,  54.6130, 2000.0,TEH,Open,Mehriz
IMG, 42.3905, 140.1444,   90.0,HSS,Open,Imagane
IMHD, 35.6853,  50.6675, 1645.0,TEH,Open,Mahdasht
IMI, 43.9102,   7.8893,  860.0,GEN,Open,Imperia
IMID, 63.6580, -19.8860,  132.0,REY,Open,Mi&eth;m&ouml;rk
IMIN, 37.1422,  55.2336,  180.0,TEH,Open,Minu Dasht (Minoodasht)
IMJ, 35.7982, 136.3028,  240.0,DRI,Open,Imajo
IMK, 30.5239,  -9.6517,   60.0,SPGM,Open,Imi Mikki
IMM, 21.6200,-106.5800,    0.0,UNM,Unreported,Islas Marias
IMO, 18.1095, -67.9081,    3.0,USGS,Open,Isla Mona
IMOG, 36.1080,  59.3391, 2577.0,TEH,Open,Moghan
IMOK, 29.0461,  52.7146, 2788.0,TEH,Open,Muk (Mook)
IMON, 33.1922,  59.6667, 2150.0,TEH,Open,Monand
IMOV, 12.3590, -70.9020,   67.0,CAR,Open,Isla Los Monjes
IMP, 24.7833,  93.9333,  785.0,NDI,Open,Imphal
IMR, 18.0884, -67.8463,   55.0,USGS,Closed,Isla Mona
IMRD, 38.7133,  45.7033, 2150.0,TEH,Open,Marand
IMS, 49.5940,   7.9008,  350.0,RLP,Open,Imsbach
IMT, 37.9567,  12.0783,    0.0,ERC,Open,Isola di Marettimo
IMU, 38.6331,-113.1584, 1832.0,SLC,Open,Iron Mountain
IMW, 43.8970,-110.9392, 2646.0,REX,Open,Indian Meadow
IMYA, 36.3414,  60.1021, 1684.0,TEH,Open,Mayamey (Miamay)
IN1, 40.5420, -85.8936,    0.0,AAM,Closed,Indiana Array
IN2, 39.9390, -86.7831,    0.0,AAM,Closed,Indiana Array
IN3, 39.2653, -85.7854,    0.0,AAM,Closed,Indiana Array
IN4, 39.5697, -84.9029,    0.0,AAM,Closed,Indiana Array
INA, 34.4463, 136.3748,  160.0,ERIJ,Closed,Iinan
INB, 35.7031, 140.8603,   32.0,ERIJ,Open,Inubo
INC, 37.4833, 126.6333,   70.0,,Closed,Inchon (Tyosen; Zinsen)
INCN, 37.4830, 126.6330,  420.0,SEO,Open,Inchon
IND, 39.4343,-120.2917, 2146.0,REN,Open,Independence
INDC, 33.8162,-116.2297,  354.0,PAS,Closed,Indio Hills
INDN, 40.1925,-100.4002,  762.0,KGS,Closed,Indianola
INDR,,,,,Network/Other,Inst. Nac. de Recursos Hidraulicos; Dominican Rep.
INE, 60.0608,-153.0625, 1585.0,GIA,Open,Iliamna North East
INEL,,,,,Network/Other,Idaho National Engineering Laboratory; Idaho Falls
INET,,,,,Network/Other,Instituto Nicaraguense de Estudios Territoriales
INF, 14.7500, 121.6467,    5.0,PIVS,Closed,Infanta
ING, 32.9883,-115.3102,    2.0,PAS,Closed,Ingram Ranch
INGI, -8.8183, 115.1447,  202.0,DJA,Open,Ingas
INH,-19.5472, 169.2731,  110.0,NOU,Open,Isangel
INK, 68.3067,-133.5200,   40.0,OTT,Open,Inuvik
INM,,,,,Network/Other,(magnitude source code for INMG)
INMG, 38.7743,  -9.1257,   93.0,INMG,Open,Instituto de Meteorologia; Lisbon
INMK, 34.0284, 134.4663,   50.0,KYT,Closed,Ichinomiya
INN, 47.2667,  11.4000,  575.0,,Closed,Innsbruck
INPP, 55.6056,  26.5667,  148.5,INPP,Reserved,Ignalina Nuclear Power Plant
INR, 27.0800,  93.6000,    0.0,JHI,Open,Itanagar
INS, 33.9356,-116.1943, 1700.0,PAS,Closed,Inspiration
INSR, 53.0661, 158.6050,  175.0,KRSC,Open,Institute
INTR, 42.0115,  13.9046,  924.0,ROM,Open,Introdacqua
INTV, 10.3878, -67.0514, 1594.0,CAR,Open,Intevep
INU, 35.3488, 137.0174,  140.0,NGY,Open,Inuyama
INUQ, 58.4509, -78.1186,   12.0,POLR,Open,Inukjuak
INV,-34.9667, 149.6667,  650.0,CAN,Closed,Inveralochy
INW, 60.0677,-153.1325, 1219.0,GIA,Closed,Iliamna Northwest
INY, 42.4438, -76.4836,  238.0,INY,Open,Ithaca
INYL, 63.9740, -22.7380,    7.0,REY,Open,N&yacute;lenda
IO-,,,,,Alternate,(Alternate Abbreviation for IO-NV)
IO-NV, 38.5258,-117.6389, 1737.0,LRSM,Closed,Ione
IPA, -5.6958, -36.8561,   65.0,,Open,Ipangua&ccedil;u
IPAR, 29.8419,  53.0485, 2603.0,TEH,Open,Pars
IPAY, 36.4500,  58.9960, 2300.0,TEH,Open,Payeh
IPB,,,,,Network/Other,(phase code designation)
IPBC,,,,,Network/Other,(phase code designation)
IPBD,,,,,Network/Other,(phase code designation)
IPC,,,,,Network/Other,(phase code designation)
IPCP,,,,,Network/Other,(phase code designation)
IPCR,,,,,Network/Other,(phase code designation)
IPCS,,,,,Network/Other,(phase code designation)
IPCU,,,,,Network/Other,(phase code designation)
IPD,,,,,Network/Other,(phase code designation)
IPDR,,,,,Network/Other,(phase code designation)
IPDU,,,,,Network/Other,(phase code designation)
IPE,  8.9772, -78.4933,   50.0,UPA,Open,Ipeti
IPEC,,,,,Network/Other,Ustav fyziky Zeme; Masaryk University; Brno
IPES, 41.2333,  14.8333,  395.0,ROM,Open,Pescosannita
IPG,,,,,Network/Other,(phase code designation)
IPGC,,,,,Network/Other,(phase code designation)
IPGD,,,,,Network/Other,(phase code designation)
IPIL,  7.7880, 122.5710,   50.0,PIVS,Open,Ipil
IPIR, 32.6841,  50.8917, 2587.0,TEH,Open,Pir Pir
IPKP,,,,,Network/Other,(phase code designation)
IPKS,,,,,Network/Other,(phase code designation)
IPM,  4.4795, 101.0255,  247.0,KLM,Open,Ipoh
IPN,,,,,Network/Other,(phase code designation)
IPNC,,,,,Network/Other,(phase code designation)
IPND,,,,,Network/Other,(phase code designation)
IPOZ, 40.8203,  14.1205,    3.0,ROM,Open,Pozzuoli
IPP,,,,,Network/Other,(phase code designation)
IPPP,,,,,Network/Other,(phase code designation)
IPPS,,,,,Network/Other,(phase code designation)
IPR,,,,,Network/Other,(phase code designation)
IPRN, 36.2421,  52.2421, 1330.0,TEH,Open,Paran-Amol
IPS,,,,,Network/Other,(phase code designation)
IPSS,,,,,Network/Other,(phase code designation)
IPU,,,,,Network/Other,(phase code designation)
IQHU, 37.0658,  58.5427, 1279.0,TEH,Open,Quchan
IQOM, 34.8424,  51.0703,  975.0,TEH,Open,Qom
IQQ,-20.2408, -70.1278,    0.0,GUC,Open,Iquique
IR1, 35.4160,  50.6890, 1347.0,TEH,Open,Iran Long-Period Array
IR2, 35.6628,  50.8976, 1172.0,TEH,Open,Iran Long-Period Array
IR2C, 34.3881,-118.3997,  562.0,PAS,Open,Iron Canyon
IR3, 35.4761,  51.0237, 1106.0,TEH,Open,Iran Long-Period Array
IR4, 35.2387,  50.9012, 1373.0,TEH,Open,Iran Long-Period Array
IR5, 35.2128,  50.5811, 1350.0,TEH,Open,Iran Long-Period Array
IR6, 35.4737,  50.4256, 1540.0,TEH,Open,Iran Long-Period Array
IR7, 35.7028,  50.6089, 1305.0,TEH,Open,Iran Long-Period Array
IRAM, 31.8088,  52.3815,  796.0,TEH,Open,Ramsheh
IRAZ, 35.4046,  49.9290, 1920.0,TEH,Open,Razeghan
IRC, 34.3885,-118.4030,  533.0,PAS,Closed,Iron Canyon
IRCI, 43.5153,-112.0333, 1442.0,INEL,Open,INEL Research Center
IREN, 65.6470, -16.9060,  338.0,REY,Open,Reynihl&iacute;&eth;
IRF,,,,,Reserved,
IRI, 24.3857, 123.7493,    9.0,JMA,Open,Iriomote-jima
IRIF, 24.3348, 123.7267,    5.0,JMA,Open,Iriomote-Funauki
IRIS,,,,,Network/Other,IRIS global broadband seismic network
IRK, 52.2431, 104.2711,  467.0,BYKL,Open,Irkutsk
IRM, 34.1574,-115.1451,  567.0,PAS,Open,Iron Mountain Pumping Station; Desert Center
IRN, 34.1600,-115.1840,  980.0,PAS,Closed,Iron Mountains
IRO, 44.0053,-122.2543, 1642.0,EUO,Open,Indian Ridge
IRS, 33.1908,-115.4292,  -10.0,PAS,Closed,Iris
IRSA,,,,,Network/Other,Institutul Roman de Seismologie Aplicata; Romania
IRSH, 27.2000,  60.7000,    0.0,THR,Reserved,Iranshahr
IRZ,  9.9744, -83.8657, 3380.0,HDC,Closed,Volcan Irazu
IRZ2,  9.9688, -83.8975, 2950.0,HDC,Open,Volc&aacute;n Iraz&uacute; 2
ISA, 35.6628,-118.4740,  873.0,PAS,Open,Isabella
ISAD, 31.9136,  53.6855, 2150.0,TEH,Open,Sadrabad
ISAL, 55.5711,  26.1255,  175.0,INPP,Open,Salakas
ISAN, 64.0560, -21.5700,  208.0,REY,Open,Sandskei&eth;
ISAU, 63.9900, -20.4150,   74.0,REY,Open,Saurb&aelig;r
ISAV,  9.5068, -70.8563,   23.5,INTV,Reserved,Santa Isabel
ISB,,,,,Network/Other,(phase code identification)
ISC,,,,,Network/Other,International Seismological Centre; U.K.
ISCO, 39.7997,-105.6134, 2743.0,NEIC,Open,Idaho Springs
ISCP,,,,,Network/Other,(phase code designation)
ISCS,,,,,Network/Other,(phase code designation)
ISE, 34.4585, 136.7740,  440.0,ERIJ,Open,Ise
ISF, 78.0592,  13.6403,    5.0,,Closed,Isfjord
ISFB, 34.3539,  52.2365, 1000.0,TEH,Open,Sefid Ab
ISFR, 37.0436,  58.0000, 2448.0,TEH,Open,Esfarayen
ISG,,,,,Network/Other,(phase code identification)
ISH, 38.8333,  70.7833, 1880.0,GAR,Open,Ishtion
ISHB, 38.2833,  45.6166, 2300.0,TEH,Open,Shabestar
ISHM, 35.8067,  53.2922, 3100.0,TEH,Open,Shahmirzad
ISHO, 32.2891,  48.0223,    0.0,TEH,Open,Shoshtar
ISHR, 35.8061,  51.2889, 1470.0,TEH,Open,Shahran
ISHV, 37.5342,  57.6950, 1925.0,TEH,Open,Shirvan
ISI, 24.3333, 124.1667,    6.0,JMA,Open,Ishigaki-shima
ISIG, 66.1320, -18.9150,   10.0,REY,Open,Siglufj&ouml;r&eth;ur
ISIK, 34.0573, 134.4581,   27.0,KYT,Open,Ishii
ISK, 41.0656,  29.0592,  132.0,ISK,Open,Istanbul--Kandilli
ISKP,,,,,Network/Other,(phase code designation)
ISKR, 64.5600, -18.3860,  858.0,REY,Open,Skrokkalda
ISKS,,,,,Network/Other,(phase code designation)
ISLE, 60.6025,-142.3391, 1485.0,GIA,Open,Juniper Island
ISLZ, 54.7260,-163.7110,  631.0,USAV,Open,Isanotski Lazaref River
ISM, 40.6700,  48.2100,  926.0,AZER,Open,Ismayilli (Ismailly)
ISN, 38.4250, 141.3033,   44.0,JMA,Open,Ishinomaki (Isinomaki)
ISNB, 63.7360, -18.6310,  245.0,REY,Open,Sn&aelig;b&yacute;li
ISNN, 54.8323,-163.7784,  466.0,USAV,Open,Isanotski North
ISO, 44.1833,   7.0500,  870.0,CDR,Open,Isola
ISOL, 63.9290, -20.9440,   30.0,REY,Open,S&ouml;lvholt
ISOR, 40.5820,  14.3350,  497.0,ROM,Open,Termini Di Sorrento
ISP, 37.8226,  30.5221, 1100.0,ISK,Open,Isparta
ISPP,,,,,Network/Other,(phase code designation)
ISQ,-20.7150, 139.5533,  500.0,AUST,Closed,Mount Isa
ISR, 45.1188,  26.5431,  750.0,BUC,Open,Istrita
ISRB, 37.8250,  47.6667, 1950.0,TEH,Open,Sarab
ISRF,,,,IRSA,Reserved,Istrita
ISRV, 29.3817,  53.1133, 2688.0,TEH,Open,Sarvestan
ISS,,,,,Network/Other,(phase code identification)
ISSF, 43.0278,  -0.7953, 1210.0,OMPT,Closed,Issarbe
ISSP,,,,,Network/Other,(phase code designation)
ISSS,,,,,Network/Other,(phase code designation)
IST, 41.0456,  28.9958,   50.0,IST,Closed,Istanbul
ISTF,,,,USAV,Reserved,
ISTK, 54.7321,-163.7063,  704.0,USAV,Open,Isanotski
ISTN,,,,USAV,Reserved,
ISTOP,,,,,Network/Other,(keyword for telegraphic format)
ISU, 39.4714, -87.4075,  148.0,,Open,Indiana State University
ISVA, 65.3370, -17.2550,  403.0,REY,Open,Svart&aacute;rkot
ITA,-22.3756, -44.7017, 2530.0,VAO,Open,Itatiaia
ITB,-24.7936, -54.2089,  300.0,BDF,Open,Itaipu
ITB1,-24.6467, -54.3886,    0.0,BDF,Open,Itaipu
ITB7,-25.1222, -54.1753,  400.0,BDF,Open,Itaipu
ITBT, -9.4287,  33.1858, 1270.0,TZN,Open,Itumba
ITBZ, 38.2333,  46.1466, 1620.0,TEH,Open,Tabriz
ITD, 35.7238, 136.7804,  390.0,NGY,Open,Itadori
ITEG, 32.8965,  58.7488, 1745.0,TEH,Open,Tejag
ITEV, 11.3550, -63.1320,   13.0,CAR,Open,Isla Los Testigos
ITG, 14.5968, -90.8455, 2320.0,GCG,Closed,Itzapa
ITGE, 37.0082, 137.9992,  270.0,ERIJ,Closed,Itoigawa
ITH, 42.4500, -76.4833,  243.0,,Closed,Ithaca
ITHO, 37.1786,  21.9252,  400.0,,Reserved,Ithomi
ITKT, -8.8728,  32.7830, 1590.0,TZN,Open,Itaka
ITM, 37.1797,  21.9267,  400.0,ATH,Open,Ithomi
ITO, 34.9667, 139.1000,    0.0,JMA,Closed,Ito
ITR, -8.7614, -38.4233,  321.0,VAO,Open,Itaparica
ITR2,,,,,Reserved,Itaparica 2
ITR3,,,,,Reserved,Itaparica 3
ITR5,,,,,Reserved,Itaparica 5
ITU, 41.1062,  29.0148,   98.0,IST,Open,Istanbul
ITZ,-15.7697,  26.0361, 1106.0,LSZ,Open,Itezhi-Tezhi
IVA, 42.8717,  19.8981,  945.0,PDG,Open,Berane (Ivangrad)
IVAG, 34.2721, -82.7460,  168.0,ATL,Closed,Clark Hill Reservoir
IVAT, 64.1870, -18.9180,  573.0,REY,Open,Vatnsfell
IVE, 60.0169,-153.0163, 1173.0,USAV,Open,Iliamna Volcano East
IVES, 63.4430, -20.2870,   55.0,REY,Open,Vestmannaeyjar
IVF, 55.8958,-159.5300,  275.0,PAL,Closed,Ivanof Bay
IVI, 61.2000, -48.1833,   20.0,DNK,Closed,Ivigtut
IVIS, 34.5253,  46.8527, 1864.0,TEH,Open,Veys
IVIV, 10.4038, -66.9743, 2375.0,CAR,Open,Inst. Venezolano de Investigaciones Cientificas
IVKQ, 62.4184, -77.9113,    7.0,POLR,Open,Ivujivik
IVOG, 63.9700, -22.3930,    7.0,REY,Open,Vogar
IVOS, 63.8530, -21.7040,    8.0,REY,Open,Vogs&oacute;sar
IVRN, 34.9964,  51.7278, 1120.0,TEH,Open,Varamin
IVS, 60.0092,-153.0808, 2332.0,GIA,Open,Iliamna South
IVSH, 64.8080, -15.7280,  849.0,REY,Open,V-Sau&eth;ahn&uacute;kur
IVSM,-36.1338, 147.0681,  330.0,MEL,Open,Inverness
IVT, 43.5221, -73.0533,  295.0,WES,Closed,Ira
IVY,-34.9722, 149.7183,    0.0,CAN,Open,Inveralochy
IWJ, 35.0981, 139.8714,    0.0,CDPJ,Reserved,Iwai-Kita
IWK, 37.0000, 140.9490,   35.0,TOH,Open,Iwaki
IWN, 42.6705, 143.0462,  235.0,HSS,Open,Iwanai (Obihiro City)
IWO, 34.8825, 136.1322,  400.0,KYT,Closed,Iwaosan
IWT, 35.9258, 139.7381,-3501.0,CDPJ,Open,Iwatsuki
IXC, 17.4272, -93.1008,    0.0,UNM,Closed,Ixtacomitan
IXG, 14.1742, -90.4545, 1420.0,GCG,Open,Ixpaco
IXP,,,,,Network/Other,(phase code designation)
IXPC,,,,,Network/Other,(phase code designation)
IXPD,,,,,Network/Other,(phase code designation)
IXS,,,,,Network/Other,(phase code designation)
IXT, 19.4000, -99.1000,    0.0,,Closed,Ixtapalapa
IZAR, 55.7497,  26.2458,  184.0,INPP,Open,Zarasai
IZEF, 32.8956,  52.3291, 1953.0,TEH,Open,Zefreh
IZI, 40.3368,  29.4728,  910.0,ISK,Open,Iznik
IZK, 33.6500, 130.7000,    0.0,,Closed,Iizuka
IZM, 38.3978,  27.2625,  632.0,ISK,Open,Izmir
IZMH, 40.8338, 140.4985,   30.0,HRS,Reserved,Iizume
IZN, 40.4338,  29.7605,  195.0,MTAT,Closed,Iznik
IZT, 34.9722, 134.8876,  230.0,DRI,Open,Izumi
IZU, 34.2033, 129.2950,   22.0,JMA,Closed,Izuhara
IZU2, 34.2273, 129.2733,  410.0,JMA,Closed,Izuhara 2
