CODE,LATITUDE,LONGITUDE,ELEVATION,NETWORK,STATUS,NAME
GRYON, 46.2505,   7.1111, 1300.0,ZUR,Open,Gryon
GS-,,,,,Alternate,(Alternate Abbreviation for GS-MD)
GS-MD, 39.6189, -79.1833,  762.0,LRSM,Closed,Grantsville
GSA, 34.1368,-118.1283,  234.0,PAS,Open,Caltech--Geological Survey Anal.
GSAR, 35.9618, -89.9694,    0.0,CERI,Open,Gosnell High School
GSC, 35.3018,-116.8057, 1000.0,PAS,Open,Goldstone
GSCK, 52.0119,-176.1620,  384.0,USAV,Open,Great Sitkin Cape Kiugilak
GSCL, 44.3506,  10.5878,  665.0,ROM,Open,Gusciola
GSCY, 41.2661, -74.0039,  110.0,BLMY,Reserved,Girl Scout Camp
GSDM,,,,,Network/Other,Geological Survey Department of Malawi; Zomba
GSGM, 38.8672,-122.7097, 1080.0,MNLO,Open,Seigler Mountain
GSH, 50.7373,   6.3768,  370.0,JCK,Open,Gro&szlig;hau
GSI,  1.3039,  97.5755,  107.0,DJA,Open,Gunungsitoli
GSIG, 51.9864,-175.9250,  407.0,USAV,Open,Igitkin Island
GSM, 47.2032,-121.7945, 1305.0,SEA,Open,Grass Mountain
GSMM, 38.7692,-122.7812, 1017.0,MNLO,Closed,Socrates Mine
GSMY, 52.0432,-176.0563,  418.0,USAV,Open,Great Sitkin Middle Yoke
GSNM, 38.9405,-123.1917,  870.0,MNLO,Open,Snow Mountain
GSP,-44.1336, 170.0181,  840.0,WELP,Closed,Gladstone Stream
GSPH,  6.0870, 124.9490, 1050.0,PIVS,Open,General Santos City (Bagong Silang)
GSQ, 48.9100, -67.1100,  398.0,ECTN,Open,Grosses Roches
GSR, 38.9479, -77.3696,  119.0,USGS,Open,Geological Survey; Reston
GSSM,,,,,Alternate,(Alternate Abbreviation for SKG)
GSSP, 52.0928,-176.1757,  295.0,USAV,Open,Great Sitkin Saddle Point
GSTB, 51.6600,-118.6850, 1340.0,UBC,Closed,Goldstream Park
GSTD, 52.0559,-176.1448,  873.0,USAV,Open,Great Sitkin Triple Divide
GSTOP,,,,,Network/Other,(keyword for telegraphic format)
GSTR, 52.0943,-176.0591,  536.0,USAV,Open,Great Sitkin Teapot Rock
GSUT, 41.9063,-112.1213, 1783.0,SLC,Closed,Gun Site Peak
GSV, 64.9216,-147.9370,  302.8,PSNT,Open,Goldstream Valley
GSVT, 63.3372,-142.9821,  497.0,PSNT,Open,Goldstream Valley - Tok
GSZ,-39.2778, 175.5872, 2600.0,WEL,Closed,Glacier Shelter
GT-,,,,,Alternate,(Alternate Abbreviation for GT-PA)
GT-PA, 41.6317, -77.8111,  610.0,LRSM,Closed,Galeton
GT2, 45.1556,-122.2708,  823.0,SEA,Open,Goat Mountain
GTA, 39.4106,  99.8144, 1341.0,BJI,Open,Gaotai
GTBY, 19.9268, -75.1108,   79.2,,Open,Guantanamo Bay
GTC, 39.3994,-123.5553,  369.0,MNLO,Open,Three Chop Ridge
GTD, 38.7414, -75.4144,   15.0,NED,Closed,Georgetown
GTK, 27.3333,  88.6167, 1765.0,NDI,Open,Gangtok
GTM, 34.2946,-116.3560,  836.0,PAS,Open,Goat Mountain
GTMO, 20.0800, -75.1400,    0.0,SSNC,Open,Guant&aacute;namo
GTN, 35.3167, 138.9333,    0.0,,Closed,Gotenba
GTO, 49.7450, -86.9617,  350.0,OTTR,Open,Geraldton
GTP,  6.1333, 125.2167,    0.0,PIVS,Closed,General Santos
GTR, 25.5098,  30.5594,  180.0,HLW,Open,Jabal at Tayr
GTRI, 43.2440,-113.2410, 1547.0,INEL,Open,Great Rift
GTSM, 39.3117,-122.6025, 1103.0,MNLO,Open,Trough Springs
GTSN,,,,,Network/Other,USGS Global Telemetered (broadband) Seismic Net
GTT, 51.5464,   9.9642,  272.0,,Open,G&ouml;ttingen
GTTN, 35.8120, -83.6670,  917.0,CERI,Open,Green Top
GTV,  7.6083, -63.1017,  380.0,GUV,Reserved,Cerro Toribio
GTWN, 47.5512,-122.3220,   25.0,SEA,Open,Georgetown Playfield
GUA, 13.5397, 144.9141,  287.0,NEIC,Open,Guam (Santa Rosa)
GUAC, 10.1920, -67.2711, 1359.0,CAR,Open,Guacamaya
GUAL, -3.0718, -78.8142, 3265.0,QUI,Open,Guallil
GUAM, 13.4717, 144.7483,    0.0,QCP,Closed,Guam (Agana)
GUAMO, 36.8892, -89.8390,  172.0,CERI,Open,Guam
GUAN,  9.9575, -65.6478, 1107.0,CAR,Open,Valle de Guanape
GUAR, 41.7945,  13.3123,  741.0,ROM,Open,Guarcino
GUAY, 18.4400, -69.4333,    0.0,SDD,Reserved,Guayacanes
GUB,-10.6667,  26.4333,    0.0,,Reserved,Guba
GUC,,,,,Network/Other,Dpto. de Geofisica; Universidad de Chile; Santiago
GUD, 40.6430,  -4.1536, 1268.0,MDD,Open,Guadarrama
GUI, 28.3208, -16.4405,  868.0,MDD,Open,G&uuml;imar
GUIM, 10.6260, 122.5890,   50.0,PIVS,Open,Jordan
GUIV, 10.6470, -62.2230,   50.0,CAR,Open,Guiria
GUL, 62.2206,-145.4514,  600.0,PMR,Closed,Gulkana
GULT, 40.4323,  30.5150,  930.0,ISK,Open,Gulveren
GULW, 45.9242,-121.5956, 1189.0,SEA,Open,Guler Mountain
GUM, 20.6794,-103.3242, 1567.0,UNM,Closed,Guadalajara
GUM2, 20.6667,-103.3000, 1543.0,UNM,Open,Guadalajara 2
GUMO, 13.5891, 144.8686,   99.0,NEIC,Open,Guam
GUMR, 43.7756,  42.2472, 2312.0,OBN,Open,Gum-Bashi
GUMT, 40.4600,  39.4800, 1326.0,ISK,Open,G&uuml;m&uuml;shane
GUN, 27.9106,  85.8794, 2900.0,DMN,Open,Gumba
GUNV, 10.1616, -62.9426,   60.0,CAR,Open,Guanoco
GUNZ, 50.3635,  12.3316,  669.0,LEI,Open,Gunzen
GUO, 16.0987, -97.0610,  244.0,UNM,Closed,
GUR, 37.9363,  22.3423, 1081.0,UPSL,Open,Goura
GURV,  7.7600, -63.0850,  199.0,CAR,Open,El Guri
GUT, 48.0707,   9.1153,  650.0,FBB,Open,Gutenstein
GUV,  7.8086, -63.0974,  130.0,GUV,Open,Guri
GUV1,  7.9477, -62.8554,  410.0,GUV,Reserved,Guri Network
GUV2,  7.7816, -62.8176,  650.0,GUV,Reserved,Guri Network
GUV3,  7.6009, -62.7614,  440.0,GUV,Reserved,Guri Network
GUV4,  7.6083, -63.1017,  410.0,GUV,Reserved,Guri Network
GUV5,  7.8944, -63.2120,  410.0,GUV,Reserved,Guri Network
GUVC,  2.5448, -72.6273,  217.0,RSNC,Open,San Jos&eacute; del Guaviare
GV-,,,,,Alternate,(Alternate Abbreviation for GV-TX)
GV-TX, 32.8858, -96.9983,  152.0,LRSM,Closed,Grapevine
GVA, 33.4214,-111.5748,  507.5,,Open,Apache Junction
GVD, 34.8391,  24.0874,  180.0,,Open,Gavdhos
GVDA, 33.6689,-116.6738, 1341.0,,Open,Garner Valley
GVI, 31.6320,  34.9090,  390.0,GII,Closed,Bet Guvrin
GVL,-37.6186, 144.9006,  187.8,MEL,Closed,Greenvale
GVMR, 32.6200,  35.3700,   90.0,GII,Open,Giv'at Hamore
GVN, 36.9999,-117.3435,  844.0,REN,Open,Grapevine
GVR, 38.2807,-122.2148,  257.0,MNLO,Open,Green Valley Road
GVRC, 34.0497,-118.1199,  141.0,PAS,Open,Garvey Reservoir
GVS, 33.5970, -81.8528,  100.0,USGS,Closed,Graniteville
GVV, 39.7751,-122.6755, 1457.0,MNLO,Open,Valley View
GWC, 55.2917, -77.7533,    8.0,OTT,Closed,Great Whale River
GWDE, 38.8256, -75.6171,   19.0,NEIC,Closed,Greenwood
GWF, 48.9775,   7.6219,  580.0,STR,Open,Grand Wintersberg
GWH, 26.1500,  91.7300,    0.0,JHI,Open,Guwahati
GWJ, 18.0750, -76.7380, 1200.0,JSN,Open,Greenwich
GWKM, 39.0520,-122.4910,  841.0,MNLO,Open,Walker Ridge
GWRM, 39.2072,-123.2998,  658.0,MNLO,Open,Wonder Ranch
GWV, 36.1867,-116.6706, 1540.0,USGS,Closed,Greenwater Valley
GWY, 36.1860,-116.6689, 1556.0,REN,Open,Greenwater Valley
GY-,,,,,Alternate,(Alternate Abbreviation for GY-MN)
GY-MN, 44.5047, -94.0547,  305.0,LRSM,Closed,Gaylord
GYA, 26.4586, 106.6639, 1162.0,BJI,Open,Guiyang (Kweiyang)
GYL, 46.5981,  21.1718,   92.0,BUD,Open,Gyula
GYM, 27.9100,-110.9517,   15.0,PAS,Closed,Guaymas
GYMZ, 40.8100,  43.8310, 1560.0,NSSP,Open,Gyumri
GYN, 40.3533,  30.7264, 1279.0,DDA,Open,G&ouml;yn&uuml;k
GYO, 60.1463,-141.4715,  183.0,AGS,Open,Guyot Hills
GZ-OH, 40.6600, -82.7833,  372.0,LRSM,Closed,Galion
GZH, 23.0869, 113.3439,   11.0,BJI,Open,Guangzhou (Canton)
GZI, 38.2647,  15.6086,    0.0,MES,Open,Ganzirri
GZLA, 37.6750,  54.7650,   55.0,TRKM,Open,Gyzyletrek (Kizyl-Atrek)
GZN, 37.2360,-116.5160,    0.0,USGS,Closed,Ground Zero
GZR, 45.3933,  22.7767,  850.0,BUC,Open,Gura Zlata
GZS,,,,,Alternate,(Alternate Abbreviation for GOZ)
GZT, 37.1356,  37.1375, 1496.0,DDA,Open,Gaziantep
GZTT, 37.0361,  37.3125,  850.0,GBZT,Open,
GZU, 41.4255,-111.9750, 2646.0,SLC,Open,Grizzly Peak
H04A, 44.6837,-122.1862,  652.0,SEA,Open,Detroit Lake (Blowout Arm)
H17A, 44.3951,-110.5762, 2400.0,USTA,Open,Grant Village; Yellowstone National Park
H18A, 44.6769,-109.6641, 2221.0,USTA,Open,Shoshone National Forest; Cody
H19A, 44.6704,-108.9857, 1479.0,USTA,Open,Powell
H20A, 44.4868,-107.9990, 1236.0,USTA,Open,Greybull
H21A, 44.6277,-107.0423, 1411.0,USTA,Open,Big Horn; Sheridan
H22A, 44.5943,-106.3521, 1276.0,USTA,Open,Lovato Ranch; Clearmont
H23A, 44.5620,-105.4007, 1213.0,USTA,Open,Clabaugh Cattle Company; Gillette
H24A, 44.7473,-104.5524, 1166.0,USTA,Open,Dirks Ranch; Alva
H25A, 44.6215,-103.5981,  942.0,USTA,Open,Fruitdale
H2O, 27.8819,-141.9917,-4947.0,HIG,Open,Hawaii-2 Observatory
H2OWA, 46.3958,-119.4230,  158.0,PNNL,Open,Water
HAB, 44.3833, 141.7000,    0.0,,Closed,Haboro
HAC, 40.5250, 141.5267,   28.0,JMA,Open,Hachinohe (Hatinohe)
HACH, 37.1890,  -4.1218, 1025.0,CRT,Reserved,Hacho
HACJ, 40.3972, 141.5458,  230.0,JMA,Open,Hachinohe 2
HACU,,,,,Network/Other,Hacettepe University; Ankara
HAD, 31.9950,  -4.4550, 1124.0,SPGM,Open,Barrage Hassan Addakhil (Ksar Es Souk)
HADB, 25.3510,  34.6230,  206.0,HLW,Open,
HADR, 47.0106,  27.4301,  435.0,BUC,Open,
HAE, 52.0376,  -2.5475,  224.0,BGS,Open,Alders End
HAF, 32.7790,  35.0240,  179.0,GII,Open,Haifa
HAG, 55.3171,-161.9042,  503.0,USAV,Open,Hague Volcano
HAGS, 24.3790,  34.9870,  326.0,HLW,Open,Hagol
HAH, 64.1185, -21.2828,    0.0,,Open,H&aacute;hryggur
HAI, 36.1367,-117.9467, 1150.0,PAS,Closed,Haiwee
HAIL, 37.7527, -88.4373,  123.0,SLM,Open,Harrisburg (Southeastern Illinois College)
HAJJ, 15.6990,  43.5990, 1650.0,DHMR,Open,Hajjah
HAK, 41.8133, 140.7583,   35.0,JMA,Open,Hakodate
HAKJ, 41.8333, 140.7783,   80.0,JMA,Open,Hakodate 2
HAKY, 37.1057, -86.5849,  169.0,TVA,Open,Hadley Quad
HAL, 44.6377, -63.5920,   64.0,OTTR,Open,Halifax
HALM, 31.7680,  -9.4700,    0.0,CNRM,Reserved,Halim
HALT, 35.9106, -89.3395,   85.0,CERI,Open,Halls
HAM, 53.4651,   9.9248,   30.0,,Open,Hamburg
HAMM, 28.2763,  33.5778,    0.0,HLW,Open,Hammam Mousa
HAMO, 42.0690,-121.9711, 1999.0,SEA,Open,Hamaker Mountain
HAN, 46.6033,-119.4667,  329.0,,Open,Hanford
HAO, 45.5092,-122.6567,   18.0,USGS,Open,Harrison Substation
HAQS, 29.0548,  34.9297,  420.0,SNSN,Open,Haql
HAR, 41.7500, -72.6833,    0.0,,Closed,Hartford
HARN, 28.4200,  81.6700, 1230.0,DMN,Open,Harre
HARP, 62.4076,-145.1550,  600.7,GIA,Open,HAARP (High Freq. Active Auroral Research Program)
HARR, 44.6900,  27.9310,  118.0,BUC,Open,Harsova
HART, 47.5838,-122.3501,    2.0,SEA,Open,Harbor Island
HARU, 66.1635,  20.9752,  105.0,UPP,Open,Harads
HARZ,-38.0911, 176.5019,  740.0,WELR,Open,Haroharo
HAS,-39.6333, 176.8833,   11.0,WEL,Closed,Hastings
HASLI, 46.7568,   8.1511, 1280.0,ZUR,Open,Hasliberg
HASS, 25.1899,  49.6944,  200.0,SNSN,Open,Wahat al Ahsa' (Al Hasa)
HAST, 36.3887,-121.5514,  542.0,BRK,Open,Hastings Reserve; Carmel Valley
HASU, 62.1532,  16.6136,  100.0,UPP,Open,Hassela
HAT, 50.8297,   9.9442, -592.0,,Open,Hattorf
HATC, 40.8161,-121.4612, 1009.3,BRK,Open,Hat Creek Radio Observatory; Cassel
HATD, 24.8257,  56.1321,  340.0,,Open,Jabal Hatt&aacute;
HATH, 41.3011, 140.9643,  180.0,HRS,Reserved,Hata
HATI, 36.1770, -89.6760,   83.0,SLM,Open,Hayti
HATJ, 24.0567, 123.8050,   15.0,JMA,Open,Hateruma-shima
HATZ,-38.8922, 176.0919,  492.0,WELT,Open,Hinemaiaia
HAU, 48.0056,   6.3481,  577.0,LDG,Open,Haudompre
HAV, 35.5100,-118.5167,  990.0,PAS,Closed,Havilah
HAVC, 49.7630,  18.4770,    0.0,GFU,Reserved,Hav&iacute;rov
HAVE, 41.2325, -74.1113,  268.0,BLMY,Open,Haverstraw
HAVL, 36.9600,  15.1250,  455.0,CAT,Open,Avola
HAWA, 46.3925,-119.5326,  364.0,,Open,Hanford
HAWK, 34.5211,  36.4055, 1000.0,NSSC,Open,Haweek
HAWT, 36.2256, -89.6596,   81.0,CERI,Open,Hathaway
HAY, 33.7074,-115.6839,  413.0,PAS,Open,Hayfield
HAYW, 43.6396,-110.3325, 2835.0,USBR,Closed,Haystack Fork
HAZM,,,,,Alternate,(Alternate Abbreviation for ANZ)
HB-,,,,,Alternate,(Alternate Abbreviation for HB-OK)
HB-OK, 35.1764, -98.9103,  491.0,LRSM,Closed,Hobart
HBA,-75.5167, -26.6000,    0.0,,Closed,Halley Bay
HBAR, 35.5550, -90.6572,   74.0,CERI,Open,Harrisburg
HBAZ,-36.8501, 174.7304,   20.0,WELA,Open,Herne Bay Borehole
HBC, 49.3775,-123.2758,    0.0,OTTR,Closed,Horseshoe Bay
HBD, 48.0100,  91.6500, 1410.0,OBM,Open,Hovd
HBDB, 49.1697,-122.2135,    6.0,POLR,Closed,Hayseed and Buckwheat Dairy Farm
HBF, 32.9331, -80.3777,   10.0,CSC,Open,Harts Bluff
HBH, 19.5315,-154.8982,   92.0,HVO,Closed,Hawaiian Beaches
HBL2, 52.0508,  -3.0384,  400.0,BGS,Open,Bonnylands
HBM, 39.4017,-120.1533, 1804.0,REN,Closed,Hobart Mills
HBMT, 45.7930,-112.6078, 2481.0,BUT,Open,Mount Humbug
HBNS, 28.9510,  31.2120,  207.0,HLW,Open,Bani Suwayf
HBO, 43.8443,-122.3200, 1615.0,SEA,Open,Huckleberry Mountain
HBR, 34.5028, 135.9934,  390.0,ERIJ,Open,Haibara
HBRG, 30.5700,  29.8600,  130.0,HLW,Open,Burj al `Arab
HBSA,,,,PEPP,Reserved,Hooper Bay School
HBST, 29.2160,  34.7320,  200.0,HLW,Open,Basata
HBT, 39.4267,-120.1633, 1804.0,REN,Open,Hobart Mills
HBTM, 36.8502,-121.5507,   98.0,MNLO,Open,San Juan Bautista
HBV, 38.4383, -78.8725,  411.0,,Open,Harrisonburg
HBV2, 20.7962, 105.3387,   80.0,PLV,Reserved,Hoa Binh
HBVN, 20.8259, 105.3519,   30.0,PLV,Open,Hoa Binh
HBVT, 44.3623, -73.0650,  342.0,PAL,Open,Hinesburg
HBZ,-37.5992, 178.3014,    0.0,WEL,Open,Hicks Bay
HCA, -5.5830, -79.4330,    0.0,,Open,
HCAM,,,,,Alternate,(Alternate Abbreviation for CDC)
HCAT, 28.7750,  33.9790,  410.0,HLW,Open,
HCBM,,,,,Alternate,(Alternate Abbreviation for CBC)
HCC, 36.9814,-121.7225,  159.0,MNLO,Closed,Holy Cross
HCDA,,,,HKC,Reserved,Cape d'Aguilar
HCG, 52.3225,  -3.6567,  511.0,BGS,Open,Craig Goch
HCH,,,,,Reserved,Hachijo-jima
HCI, 35.6950, -90.3450,   67.0,SLM,Reserved,Hatchie Coon Island
HCK, 38.0755,-118.5922, 1890.0,REN,Open,Huntoon Valley
HCNY, 42.6968, -74.3984,  273.0,PAL,Open,Howe Caverns; Cobleskill
HCO, -9.8300, -76.2300, 1851.0,LIM,Reserved,Huanuco
HCOM, 36.8875,-121.7082,  134.0,MNLO,Open,Corn Cob Canyon
HCPM, 37.1945,-121.1847,  513.0,MNLO,Closed,Crevison Peak
HCR, 38.2339,-116.4357, 2058.0,REN,Closed,Hot Creek Range
HCRM,,,,,Alternate,(Alternate Abbreviation for CSR)
HCU, 39.4883,-110.3450, 2134.0,USGS,Closed,Horse Canyon
HCY, 42.4475,  18.4984,  273.0,PDG,Open,Herceg Novi
HCZM, 36.9090,-121.8003,   30.0,MNLO,Open,Cordoza Dairy
HD-,,,,,Alternate,(Alternate Abbreviation for HD-PA)
HD-PA, 40.9956, -77.5956,  369.0,LRSM,Closed,Howard
HDA, 64.4058,-146.9538,  450.0,GIA,Open,Harding Lake
HDAN, 34.9620, 138.8201,  250.0,NGY,Closed,Heda
HDAR, 35.1536, -90.0893,    0.0,CERI,Open,West Memphis Weigh Station
HDB, 34.4008,-116.2874,  875.0,PAS,Open,Hidalgo Marine Base
HDBT, 35.1534, -90.0581,   66.0,CERI,Open,Hernando de Soto Bridge; Memphis
HDC, 10.0013, -84.1140, 1150.0,HDC,Open,Heredia
HDC2, 10.0237, -84.1167, 1220.0,HDC,Open,Heredia 2
HDG, 34.4289,-116.3058, 1302.0,PAS,Closed,Hidalgo Mountain
HDH, 48.5842,  10.2070,  501.0,FBB,Open,Heidenheim-Charlottenh&ouml;le
HDHB, 28.7220,  34.6180,   30.0,HLW,Open,Dhahab
HDIL, 40.5560, -89.2940,  219.4,NEIC,Open,Hopedale
HDK, 33.9259, 135.1390,   30.0,ERIJ,Closed,Hidaka
HDK2, 24.3200,  28.9550,  410.0,HLW,Open,Al Wahat ad Dakhilah (Dakhla Oasis)
HDLM,,,,,Alternate,(Alternate Abbreviation for DIL)
HDM, 41.4858, -72.5232,   24.0,WES,Closed,Haddam
HDMB, 36.9640,  32.4860, 1946.0,ISK,Open,Hadim
HDQ, 39.5583,-105.0792, 1683.0,GOL,Closed,Headquarters
HDU, 41.8044,-111.7647, 1853.0,SLC,Open,Hyde Park
HDW, 47.6485,-123.0542, 1006.0,SEA,Open,Hoodsport
HE-,,,,,Alternate,(Alternate Abbreviation for HE-TX)
HE-TX, 30.1997, -96.0919,   67.0,LRSM,Closed,Hempstead
HEA, 51.3583,  -1.2639,  114.0,BKN,Open,Headley
HEB, 40.5015,-111.3358, 1925.0,SLC,Open,Heber
HEBO, 45.2137,-123.7542,  875.0,SEA,Open,Mount Hebo
HEC, 34.8294,-116.3350,  920.0,PAS,Open,Hector
HED, 58.6800,  11.7780,   78.0,HFS,Closed,Hedekas
HEDF, 25.1020,  33.1810,  410.0,HLW,Open,Idfu
HEDN, 34.9591, 138.8126,  160.0,NGY,Open,Heda
HEE, 50.8850,   5.9817,  115.0,DBN,Closed,Heerlen
HEF, 68.4080,  23.6600,  380.0,HEL,Open,Hetta
HEI, 49.3986,   8.7264,  560.0,FBB,Open,Heidelberg (Konigstuhl)
HEL, 60.1756,  24.9570,   20.0,HEL,Open,Helsinki (Helsingfors)
HELC,  6.2341, -75.5477, 2788.0,RSNC,Open,Santa Elena
HELL, 36.6801,-119.0228, 1140.0,BRK,Open,Mitchell Peak; Miramonte
HEMU, 62.6760,  18.0359,  100.0,UPP,Open,Hems&ouml;n
HEN, 22.0055, 120.7381,   22.1,TAP,Open,Heng-ch'un
HENM, 36.7160, -89.4717,   88.0,CERI,Open,Henderson Mound
HENT, 40.8231,  30.8992,  583.0,DDA,Open,Hendek
HER,-34.4250,  19.2250,   26.0,PRE,Closed,Hermanus
HERB, 38.0124,-122.2622,  -18.0,BRK,Open,Hercules
HERM, 36.7983,-121.7107,   69.0,MNLO,Open,Elkhorn Road
HET, 29.7200, -95.4699,    6.0,,Closed,Houston--Electro-Tech
HEX, 51.0668,  -3.8025,  278.0,BGS,Open,Exmoor
HEXM,-37.9280, 142.7780,  220.0,MEL,Open,Hexham
HFA0, 60.1420,  13.6850,  274.9,HFS,Open,Hagfors New Array Site A0
HFA1, 60.1444,  13.6846,  294.5,HFS,Open,Hagfors New Array Site A1
HFA2, 60.1406,  13.6806,  301.9,HFS,Open,Hagfors New Array Site A2
HFA3, 60.1405,  13.6896,  265.9,HFS,Open,Hagfors New Array Site A3
HFB1, 60.1482,  13.6824,  323.8,HFS,Open,Hagfors New Array Site B1
HFB2, 60.1421,  13.6729,  341.7,HFS,Open,Hagfors New Array Site B2
HFB3, 60.1370,  13.6820,  271.9,HFS,Open,Hagfors New Array Site B3
HFB4, 60.1384,  13.6943,  266.2,HFS,Open,Hagfors New Array Site B4
HFB5, 60.1467,  13.6964,  253.7,HFS,Open,Hagfors New Array Site B5
HFC2, 60.1335,  13.6945,  296.7,HFS,Open,Hagfors New Array Site C2
HFEM,,,,,Alternate,(Alternate Abbreviation for SFL)
HFHM, 36.8882,-121.4688,  101.0,MNLO,Closed,Flint Hills
HFPM,,,,,Alternate,(Alternate Abbreviation for FRP)
HFRF, 27.1483,  28.3104,  132.0,HLW,Open,Wahat al Farafirah (Farafra Oasis)
HFS, 60.1335,  13.6945,  296.7,HFS,Open,Hagfors
HFSA1, 60.1383,  13.6955,  240.0,HFS,Closed,Hagfors Array Site A1
HFSB1, 60.1382,  13.7011,  225.0,HFS,Closed,Hagfors Array Site B1
HFSB2, 60.1431,  13.6988,  230.0,HFS,Closed,Hagfors Array Site B2
HFSB3, 60.1433,  13.6884,  240.0,HFS,Closed,Hagfors Array Site B3
HFSB4, 60.1384,  13.6860,  235.0,HFS,Closed,Hagfors Array Site B4
HFSB5, 60.1351,  13.6935,  240.0,HFS,Closed,Hagfors Array Site B5
HFSC1, 60.1344,  13.6968,  265.0,HFS,Closed,Hagfors Array Site C1
HFSC2, 60.1335,  13.6973,  260.0,HFS,Closed,Hagfors Array Site C2
HGA, 34.2602, -85.8464,  384.0,ATL,Open,Collinsville
HGB, 46.5977,-119.4617,  165.0,,Open,Hanford Gable Butte
HGH, 51.6380,  -2.8064,  210.0,BGS,Open,Gray Hill
HGJ, 35.7156, 139.7628,   19.0,ERIJ,Open,Hongo
HGN, 50.7640,   5.9317,  135.0,DBN,Open,Heimansgroeve
HGP,-44.1025, 169.8442,  590.0,WELP,Closed,Huxley Gorge
HGSM,,,,,Alternate,(Alternate Abbreviation for GHS)
HGVO, 42.9607, -80.1264,  224.0,POLR,Closed,Hagersville
HGWM, 37.0170,-121.6532,  131.0,MNLO,Open,Gilroy West
HH-,,,,,Alternate,(Alternate Abbreviation for HH-ND)
HH-ND, 48.9481, -98.6925,  488.0,LRSM,Closed,Hannah
HH2,,,,,Alternate,(Alternate Abbreviation for HH2ND)
HH2ND, 48.9442, -98.6822,  488.0,LRSM,Closed,Hannah
HHAG, 29.9530,  32.0970,  480.0,HLW,Open,Hagoal
HHAI, 43.2950,-112.3795, 1391.0,INEL,Open,Hells Half Acre
HHAR, 36.2817, -93.9399,  421.0,CERI,Open,Hobbs
HHC, 40.8494, 111.5636, 1169.0,BJI,Open,Hohhot
HHH, 46.1717,-119.3836,  490.0,SEA,Open,Horse Heaven Hills
HHHH,,,,,Network/Other,(keyword for telegraphic transmission)
HHI, 46.4757,-116.1465,  636.0,MSO,Closed,Harmony Heights
HHM, 48.3494,-114.0275, 1100.0,NEIC,Closed,Hungry Horse
HHO,,,,TUL,Reserved,Hochatown State Park
HHP,-44.3275, 170.3456,  490.0,WELP,Closed,Hogget Hill
HHR, 35.7353, 139.0764,  595.0,CDPJ,Open,Hinohara
HHRG, 27.2190,  33.5600,  245.0,HLW,Open,Al Ghardaqah (Hurghada)
HHS, 37.1738,-113.2957,  987.0,SLC,Open,Hurricane
HHSZ,-45.8860, 170.5977,  375.0,WEL,Open,Highcliff Hill
HHT, 36.1711, -87.9014,  113.0,SLM,Closed,Hurricane Hollow
HHWY, 53.5867,  -1.5974,  205.0,QMB,Reserved,High Hoyland
HIA, 49.2667, 119.7417,  610.0,BJI,Open,Hailar
HIC, 42.8915, 142.4573,  330.0,HSS,Open,Hidaka-cho
HICC, 47.3899,-122.2991,  115.0,SEA,Open,Highline Community College
HICK, 36.5409, -89.2288,  141.0,CERI,Open,Hickman
HID, 43.9631,-112.1639, 1527.0,USGS,Closed,Hamer Butte
HIER, -2.7200, -79.4200, 2800.0,QUI,Closed,Hierbabuena
HIG, 21.2847,-157.8194,   18.0,HIG,Open,Hawaii Institute of Geophysics
HII,-53.0200,  73.3850,   10.0,AUST,Closed,Heard Island
HIK, 35.2733, 136.2467,   88.0,JMA,Open,Hikone
HIKD, 31.5803, 130.6439,  550.0,DRI,Reserved,Hikinohira
HIL, 19.7178,-155.0878,   26.0,HVO,Closed,Hilo
HILA, 58.5561,-117.0203,  329.0,POLR,Open,High Level
HILO,,,,,Reserved,Hilo International Airport
HILR,,,,BJI,Reserved,Hailar Array Beam Reference Point
HILS, 27.3835,  41.7917, 1080.0,SNSN,Open,Ha'il
HIM, 34.8367, 134.7017,   37.0,JMA,Open,Himeji
HIN, 60.3968,-146.5017,  611.0,AGS,Open,Hinchinbrook Island
HINF, 47.8167,   6.8531,  720.0,LDG,Open,Hinteralfeld
HINZ,-28.0511, 153.2807,  140.0,MEL,Open,Hinze Dam
HIR, 34.3633, 132.4367,   30.0,JMA,Open,Hiroshima (Hirosima)
HIR1, 34.3950, 132.4650,   -4.0,JMA,Open,Hiroshima
HIRJ, 34.4283, 132.5650,  412.0,JMA,Open,Hiroshima 2
HIS, 40.4687,  29.9313,  970.0,ISK,Open,Hisarcik
HITJ, 29.7430,  35.8410, 1235.0,JSO,Open,Hittiya
HITZ,-38.7086, 175.7664,  458.0,WELT,Open,Hingarae
HIZ,-38.5147, 174.8554,  266.0,WEL,Open,Hauiti
HJA,-23.2079, -65.4095, 3178.0,SJA,Open,Humahuaca
HJGM, 36.7980,-121.5738,  171.0,MNLO,Open,San Juan Grade
HJH, 39.3383, 140.1733,  136.0,JMA,Open,Honjo
HJJ, 33.1017, 139.7883,   81.0,JMA,Open,Hachijo-jima (Hatidyozima)
HJSM, 36.8165,-121.2987,  215.0,MNLO,Open,John Smith Road
HJY, 39.3383, 140.1733,  136.0,TOH,Open,Honjo
HK-,,,,,Alternate,(Alternate Abbreviation for HK-WY)
HK-WY, 41.6958,-104.3569, 1494.0,LRSM,Closed,Hawk Springs
HKAT, 28.5230,  33.9928, 1744.0,HLW,Open,Jabal Katrina
HKB, 51.1889,   6.1684,   74.0,DBN,Open,Herkenbosch
